"年度","リーグID","チームID","打者ID","月","試合","打席","打数","得点","安打","二塁打","三塁打","本塁打","塁打","打点","三振","四球","死球","犠打","犠飛","盗塁","盗塁死","併殺打","打率","長打率","出塁率","OPS","年間通算打数","年間通算安打","年間通算打率","data.means.km.cluster"
"13290",2010,2,11,900062,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13291",2011,2,11,900062,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13292",2011,2,11,900062,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13293",2011,2,11,900062,6,1,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.5,0.5,1,0,0,5
"13294",2011,2,11,900062,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,0,0,5
"13295",2011,2,11,900062,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,0,0,5
"13296",2011,2,11,900062,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,0,0,5
"13297",2011,2,11,900062,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,0,0,5
"13298",2012,2,11,900062,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13299",2012,2,11,900062,5,4,4,2,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0.333333333333,0.333333333333,2,0,0,5
"13300",2012,2,11,900062,6,3,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5
"13301",2012,2,11,900062,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,4,0,0,5
"13302",2012,2,11,900062,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,4,0,0,5
"13303",2012,2,11,900062,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,4,0,0,5
"13304",2012,2,11,900062,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,4,0,0,5
"13305",2013,2,11,900062,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13306",2013,2,11,900062,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13307",2013,2,11,900062,5,4,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5
"13308",2013,2,11,900062,6,5,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5
"13309",2013,2,11,900062,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,4,0,0,5
"13310",2013,2,11,900062,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,4,0,0,5
"13311",2013,2,11,900062,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,4,0,0,5
"13312",2013,2,11,900062,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,4,0,0,5
"13313",2014,2,11,900062,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13314",2014,2,11,900062,5,4,3,2,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,2,0,0,5
"13315",2009,2,11,900064,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13316",2009,2,11,900064,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13317",2010,2,11,900064,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13318",2010,2,11,900064,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13319",2011,2,11,900064,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13320",2012,2,11,900064,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13321",2009,2,8,900065,4,9,24,23,5,6,2,0,0,8,2,7,1,0,0,0,0,0,0,0.260869565217,0.347826086957,0.291666666667,0.639492753623,23,6,0.260869565217391,2
"13322",2009,2,8,900065,5,15,31,29,4,6,1,0,1,10,3,10,2,0,0,0,0,0,0,0.206896551724,0.344827586207,0.258064516129,0.602892102336,52,12,0.230769230769231,2
"13323",2009,2,8,900065,6,9,27,26,2,5,1,0,0,6,2,5,0,1,0,0,0,0,2,0.192307692308,0.230769230769,0.222222222222,0.452991452991,78,17,0.217948717948718,2
"13324",2009,2,8,900065,7,9,20,16,3,2,1,0,1,6,5,6,2,1,1,0,0,0,0,0.125,0.375,0.263157894737,0.638157894737,94,19,0.202127659574468,2
"13325",2009,2,8,900065,8,14,28,24,2,3,0,0,0,3,0,5,1,2,1,0,0,0,0,0.125,0.125,0.222222222222,0.347222222222,118,22,0.186440677966102,2
"13326",2009,2,8,900065,9,15,27,25,1,5,1,0,1,9,1,9,0,0,2,0,0,0,0,0.2,0.36,0.2,0.56,143,27,0.188811188811189,2
"13327",2009,2,8,900065,10,6,12,11,2,5,3,0,0,8,2,1,0,0,1,0,0,0,0,0.454545454545,0.727272727273,0.454545454545,1.18181818182,154,32,0.207792207792208,2
"13328",2010,2,8,900065,3,6,17,15,1,1,0,0,0,1,0,2,1,0,1,0,0,0,0,0.0666666666667,0.0666666666667,0.125,0.191666666667,15,1,0.0666666666666667,5
"13329",2010,2,8,900065,4,15,33,28,2,6,1,0,0,7,1,6,3,0,2,0,0,0,1,0.214285714286,0.25,0.290322580645,0.540322580645,43,7,0.162790697674419,2
"13330",2010,2,8,900065,5,8,15,12,0,3,1,0,0,4,0,0,2,0,1,0,0,0,0,0.25,0.333333333333,0.357142857143,0.690476190476,55,10,0.181818181818182,2
"13331",2010,2,8,900065,6,10,26,20,2,5,1,0,0,6,2,4,5,0,1,0,0,0,0,0.25,0.3,0.4,0.7,75,15,0.2,2
"13332",2010,2,8,900065,7,16,38,34,3,6,0,0,1,9,3,9,0,0,4,0,0,0,1,0.176470588235,0.264705882353,0.176470588235,0.441176470588,109,21,0.192660550458716,2
"13333",2010,2,8,900065,8,14,32,27,5,8,3,0,2,17,5,5,3,0,2,0,0,0,1,0.296296296296,0.62962962963,0.366666666667,0.996296296296,136,29,0.213235294117647,4
"13334",2010,2,8,900065,9,18,55,47,7,13,2,0,1,18,5,10,5,1,2,0,1,0,2,0.276595744681,0.382978723404,0.358490566038,0.741469289442,183,42,0.229508196721311,4
"13335",2011,2,8,900065,4,15,52,42,4,14,2,0,1,19,2,10,4,2,4,0,0,0,0,0.333333333333,0.452380952381,0.416666666667,0.869047619048,42,14,0.333333333333333,4
"13336",2011,2,8,900065,5,21,73,68,4,12,2,1,0,16,4,14,3,1,1,0,0,1,2,0.176470588235,0.235294117647,0.222222222222,0.457516339869,110,26,0.236363636363636,4
"13337",2011,2,8,900065,6,12,31,27,2,2,0,0,0,2,1,3,2,2,0,0,0,0,1,0.0740740740741,0.0740740740741,0.193548387097,0.267622461171,137,28,0.204379562043796,2
"13338",2011,2,8,900065,7,16,53,49,10,14,3,0,2,23,7,6,2,1,1,0,0,0,0,0.285714285714,0.469387755102,0.326923076923,0.796310832025,186,42,0.225806451612903,4
"13339",2011,2,8,900065,8,14,27,24,2,4,3,0,0,7,2,5,1,1,1,0,0,0,1,0.166666666667,0.291666666667,0.230769230769,0.522435897436,210,46,0.219047619047619,2
"13340",2011,2,8,900065,9,17,26,24,3,6,0,0,0,6,1,6,1,1,0,0,0,0,0,0.25,0.25,0.307692307692,0.557692307692,234,52,0.222222222222222,2
"13341",2011,2,8,900065,10,7,10,8,0,3,1,0,0,4,0,0,1,0,1,0,0,0,0,0.375,0.5,0.444444444444,0.944444444444,242,55,0.227272727272727,2
"13342",2012,2,8,900065,3,1,3,3,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0.333333333333,0.333333333333,0.333333333333,0.666666666667,3,1,0.333333333333333,2
"13343",2012,2,8,900065,4,16,37,34,1,1,0,0,0,1,1,7,1,1,1,0,0,1,0,0.0294117647059,0.0294117647059,0.0833333333333,0.112745098039,37,2,0.0540540540540541,2
"13344",2012,2,8,900065,5,11,28,25,3,9,1,0,1,13,4,4,1,0,2,0,0,0,1,0.36,0.52,0.384615384615,0.904615384615,62,11,0.17741935483871,2
"13345",2012,2,8,900065,6,13,30,28,1,3,1,0,1,7,1,7,2,0,0,0,0,1,1,0.107142857143,0.25,0.166666666667,0.416666666667,90,14,0.155555555555556,2
"13346",2012,2,8,900065,7,6,12,9,0,1,1,0,0,2,2,1,1,0,2,0,0,0,0,0.111111111111,0.222222222222,0.2,0.422222222222,99,15,0.151515151515152,2
"13347",2012,2,8,900065,8,11,19,18,0,2,0,0,0,2,1,4,0,0,1,0,0,0,0,0.111111111111,0.111111111111,0.111111111111,0.222222222222,117,17,0.145299145299145,2
"13348",2012,2,8,900065,9,11,29,22,2,7,1,0,0,8,1,6,3,1,3,0,0,0,0,0.318181818182,0.363636363636,0.423076923077,0.786713286713,139,24,0.172661870503597,2
"13349",2012,2,8,900065,10,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,24,0.171428571428571,5
"13350",2013,2,8,900065,3,2,5,5,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,5,1,0.2,5
"13351",2013,2,8,900065,4,14,19,17,1,2,0,0,0,2,0,4,2,0,0,0,0,0,1,0.117647058824,0.117647058824,0.210526315789,0.328173374613,22,3,0.136363636363636,2
"13352",2013,2,8,900065,5,12,25,21,1,5,1,0,0,6,3,1,2,0,2,0,0,0,1,0.238095238095,0.285714285714,0.304347826087,0.590062111801,43,8,0.186046511627907,2
"13353",2013,2,8,900065,6,10,37,26,4,7,2,0,0,9,2,7,6,2,3,0,0,0,0,0.269230769231,0.346153846154,0.441176470588,0.787330316742,69,15,0.217391304347826,2
"13354",2013,2,8,900065,7,13,48,41,6,15,6,0,1,24,2,7,5,0,2,0,0,0,0,0.365853658537,0.585365853659,0.434782608696,1.02014846235,110,30,0.272727272727273,4
"13355",2013,2,8,900065,8,16,52,42,1,7,0,0,0,7,1,9,6,0,4,0,0,0,1,0.166666666667,0.166666666667,0.270833333333,0.4375,152,37,0.243421052631579,4
"13356",2013,2,8,900065,9,18,52,46,6,15,4,0,2,25,11,5,1,1,4,0,0,0,0,0.326086956522,0.54347826087,0.354166666667,0.897644927536,198,52,0.262626262626263,4
"13357",2013,2,8,900065,10,2,6,3,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0.5,0.5,201,52,0.258706467661692,2
"13358",2014,2,8,900065,3,2,7,7,0,2,1,0,0,3,0,1,0,0,0,0,0,0,0,0.285714285714,0.428571428571,0.285714285714,0.714285714286,7,2,0.285714285714286,2
"13359",2014,2,8,900065,4,21,63,56,3,10,4,0,0,14,1,4,3,1,3,0,0,0,3,0.178571428571,0.25,0.233333333333,0.483333333333,63,12,0.19047619047619,4
"13360",2014,2,8,900065,5,16,53,46,4,9,1,0,3,19,4,11,4,1,2,0,0,0,0,0.195652173913,0.413043478261,0.274509803922,0.687553282182,109,21,0.192660550458716,4
"13361",2009,2,8,900066,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13362",2009,2,8,900066,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13363",2009,2,8,900066,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13364",2009,2,8,900066,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13365",2010,2,8,900066,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13366",2010,2,8,900066,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13367",2010,2,8,900066,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13368",2010,2,8,900066,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13369",2010,2,8,900066,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13370",2010,2,8,900066,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13371",2011,2,8,900066,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13372",2011,2,8,900066,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13373",2011,2,8,900066,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13374",2011,2,8,900066,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13375",2011,2,8,900066,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13376",2011,2,8,900066,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13377",2011,2,8,900066,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13378",2012,2,8,900066,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13379",2012,2,8,900066,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13380",2012,2,8,900066,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13381",2013,2,8,900066,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13382",2010,2,8,900067,6,4,3,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5
"13383",2010,2,8,900067,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,3,0,0,5
"13384",2011,2,8,900067,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13385",2012,2,8,900067,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13386",2012,2,8,900067,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13387",2012,2,8,900067,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13388",2012,2,8,900067,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13389",2012,2,8,900067,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13390",2013,2,8,900067,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13391",2013,2,8,900067,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13392",2013,2,8,900067,5,10,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5
"13393",2013,2,8,900067,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,0,0,5
"13394",2013,2,8,900067,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,0,0,5
"13395",2013,2,8,900067,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,0,0,5
"13396",2013,2,8,900067,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,0,0,5
"13397",2013,2,8,900067,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,0,0,5
"13398",2014,2,8,900067,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13399",2014,2,8,900067,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13400",2010,2,8,900068,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13401",2010,2,8,900068,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13402",2012,2,8,900068,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13403",2013,1,3,900068,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13404",2013,1,3,900068,9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5
"13405",2013,1,3,900068,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,0,0,5
"13406",2014,1,3,900068,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13407",2011,2,8,900069,4,4,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,5
"13408",2011,2,8,900069,5,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,0,0,5
"13409",2011,2,8,900069,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,0,0,5
"13410",2012,2,8,900069,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13411",2012,2,8,900069,4,10,15,15,0,1,0,0,0,1,0,3,0,0,0,0,1,0,0,0.0666666666667,0.0666666666667,0.0666666666667,0.133333333333,15,1,0.0666666666666667,5
"13412",2012,2,8,900069,5,14,11,11,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0.0909090909091,0.0909090909091,0.0909090909091,0.181818181818,26,2,0.0769230769230769,5
"13413",2012,2,8,900069,6,9,5,3,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,29,2,0.0689655172413793,5
"13414",2012,2,8,900069,7,20,8,7,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,36,2,0.0555555555555556,5
"13415",2012,2,8,900069,8,23,13,12,2,2,0,0,0,2,0,1,0,0,1,0,1,0,0,0.166666666667,0.166666666667,0.166666666667,0.333333333333,48,4,0.0833333333333333,2
"13416",2012,2,8,900069,9,24,24,16,0,3,0,0,0,3,0,7,1,0,7,0,0,0,0,0.1875,0.1875,0.235294117647,0.422794117647,64,7,0.109375,4
"13417",2012,2,8,900069,10,3,6,6,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0.166666666667,0.166666666667,0.166666666667,0.333333333333,70,8,0.114285714285714,5
"13418",2013,2,8,900069,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13419",2013,2,8,900069,4,16,11,8,1,3,0,0,0,3,0,2,2,0,1,0,0,0,1,0.375,0.375,0.5,0.875,8,3,0.375,2
"13420",2013,2,8,900069,5,17,6,5,1,1,1,0,0,2,1,2,1,0,0,0,1,0,0,0.2,0.4,0.333333333333,0.733333333333,13,4,0.307692307692308,2
"13421",2013,2,8,900069,6,18,19,14,3,2,1,0,0,3,0,3,4,0,1,0,1,0,0,0.142857142857,0.214285714286,0.333333333333,0.547619047619,27,6,0.222222222222222,2
"13422",2013,2,8,900069,7,21,58,46,5,12,2,0,0,14,0,8,4,1,7,0,6,1,0,0.260869565217,0.304347826087,0.333333333333,0.63768115942,73,18,0.246575342465753,4
"13423",2013,2,8,900069,8,24,82,67,5,16,0,0,0,16,3,18,6,0,9,0,5,1,0,0.238805970149,0.238805970149,0.301369863014,0.540175833163,140,34,0.242857142857143,4
"13424",2013,2,8,900069,9,25,77,66,7,17,0,0,0,17,3,11,3,0,7,1,8,0,1,0.257575757576,0.257575757576,0.285714285714,0.54329004329,206,51,0.247572815533981,4
"13425",2013,2,8,900069,10,5,19,17,2,2,1,0,0,3,1,3,1,0,1,0,2,0,0,0.117647058824,0.176470588235,0.166666666667,0.343137254902,223,53,0.237668161434978,2
"13426",2014,2,8,900069,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13427",2014,2,8,900069,4,16,45,41,5,10,1,0,0,11,1,6,2,0,2,0,2,2,0,0.243902439024,0.268292682927,0.279069767442,0.547362450369,41,10,0.24390243902439,2
"13428",2014,2,8,900069,5,18,49,43,9,11,0,0,0,11,3,14,2,0,3,1,4,1,2,0.255813953488,0.255813953488,0.282608695652,0.538422649141,84,21,0.25,4
"13429",2011,2,8,900070,6,1,4,3,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0.25,0.25,3,0,0,5
"13430",2011,2,8,900070,7,10,27,21,4,5,1,0,0,6,3,3,2,0,4,0,2,0,0,0.238095238095,0.285714285714,0.304347826087,0.590062111801,24,5,0.208333333333333,2
"13431",2011,2,8,900070,8,11,14,11,0,1,0,0,0,1,1,4,1,0,2,0,1,0,0,0.0909090909091,0.0909090909091,0.166666666667,0.257575757576,35,6,0.171428571428571,2
"13432",2011,2,8,900070,9,17,26,23,3,6,1,0,0,7,1,8,0,2,1,0,3,2,0,0.260869565217,0.304347826087,0.32,0.624347826087,58,12,0.206896551724138,2
"13433",2011,2,8,900070,10,11,39,34,2,5,1,1,0,8,2,5,1,0,4,0,0,1,1,0.147058823529,0.235294117647,0.171428571429,0.406722689076,92,17,0.184782608695652,4
"13434",2012,2,8,900070,6,4,11,9,1,1,0,0,1,4,1,1,1,0,1,0,0,0,0,0.111111111111,0.444444444444,0.2,0.644444444444,9,1,0.111111111111111,5
"13435",2012,2,8,900070,7,12,38,35,3,12,2,0,1,17,6,2,0,0,3,0,2,2,0,0.342857142857,0.485714285714,0.342857142857,0.828571428571,44,13,0.295454545454545,2
"13436",2012,2,8,900070,8,18,34,27,2,4,1,0,0,5,2,7,3,1,2,1,1,0,0,0.148148148148,0.185185185185,0.25,0.435185185185,71,17,0.23943661971831,2
"13437",2012,2,8,900070,9,21,39,33,3,8,0,1,0,10,3,4,3,0,2,1,1,0,1,0.242424242424,0.30303030303,0.297297297297,0.600327600328,104,25,0.240384615384615,4
"13438",2012,2,8,900070,10,3,11,11,2,2,0,0,0,2,0,4,0,0,0,0,0,0,0,0.181818181818,0.181818181818,0.181818181818,0.363636363636,115,27,0.234782608695652,2
"13439",2013,2,8,900070,3,1,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.25,0.25,3,0,0,5
"13440",2013,2,8,900070,4,14,52,45,4,8,3,0,0,11,1,7,3,0,4,0,0,1,0,0.177777777778,0.244444444444,0.229166666667,0.473611111111,48,8,0.166666666666667,4
"13441",2013,2,8,900070,5,10,28,25,0,3,1,1,0,6,1,5,0,0,3,0,0,0,0,0.12,0.24,0.12,0.36,73,11,0.150684931506849,2
"13442",2013,2,8,900070,7,6,12,12,0,2,0,0,0,2,0,4,0,0,0,0,0,0,1,0.166666666667,0.166666666667,0.166666666667,0.333333333333,85,13,0.152941176470588,2
"13443",2013,2,8,900070,9,20,54,42,7,11,1,0,0,12,3,7,8,1,3,0,0,0,1,0.261904761905,0.285714285714,0.392156862745,0.677871148459,127,24,0.188976377952756,4
"13444",2013,2,8,900070,10,4,15,14,0,4,0,0,0,4,3,1,0,0,1,0,0,0,0,0.285714285714,0.285714285714,0.285714285714,0.571428571429,141,28,0.198581560283688,2
"13445",2014,2,8,900070,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13446",2014,2,8,900070,4,13,24,19,1,2,1,0,0,3,2,3,4,0,1,0,1,1,1,0.105263157895,0.157894736842,0.260869565217,0.418764302059,19,2,0.105263157894737,2
"13447",2014,2,8,900070,5,13,37,32,3,8,1,1,1,14,2,7,0,0,5,0,1,0,0,0.25,0.4375,0.25,0.6875,51,10,0.196078431372549,4
"13448",2009,2,8,900071,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13449",2009,2,8,900071,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13450",2009,2,8,900071,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13451",2009,2,8,900071,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13452",2010,2,8,900071,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13453",2010,2,8,900071,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13454",2010,2,8,900071,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13455",2011,2,8,900071,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13456",2011,2,8,900071,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13457",2011,2,8,900071,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13458",2011,2,8,900071,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13459",2011,2,8,900071,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13460",2011,2,8,900071,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13461",2011,2,8,900071,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13462",2012,2,8,900071,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
