"年度","リーグID","チームID","打者ID","月","試合","打席","打数","得点","安打","二塁打","三塁打","本塁打","塁打","打点","三振","四球","死球","犠打","犠飛","盗塁","盗塁死","併殺打","打率","長打率","出塁率","OPS","年間通算打数","年間通算安打","年間通算打率"
2012,1,6,1100009,6,5,6,6,0,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0.333333333333,0.333333333333,0.333333333333,0.666666666667,24,2,0.0833333333333333
2012,1,6,1100009,7,4,9,8,0,3,1,0,0,4,1,1,0,0,1,0,0,0,0,0.375,0.5,0.375,0.875,32,5,0.15625
2012,1,6,1100009,8,5,10,9,0,1,0,0,0,1,0,4,0,0,1,0,0,0,0,0.111111111111,0.111111111111,0.111111111111,0.222222222222,41,6,0.146341463414634
2012,1,6,1100009,9,4,6,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,47,6,0.127659574468085
2012,1,6,1100009,10,1,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,49,6,0.122448979591837
2013,1,6,1100009,3,1,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.333333333333,0.333333333333,2,0,0
2013,1,6,1100009,4,5,16,14,0,1,0,0,0,1,0,10,0,0,2,0,0,0,1,0.0714285714286,0.0714285714286,0.0714285714286,0.142857142857,16,1,0.0625
2013,1,6,1100009,5,5,6,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,22,1,0.0454545454545455
2013,1,6,1100009,6,3,3,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,25,1,0.04
2013,1,6,1100009,7,5,11,10,0,1,0,0,0,1,1,4,0,0,1,0,0,0,0,0.1,0.1,0.1,0.2,35,2,0.0571428571428571
2013,1,6,1100009,8,5,10,9,1,2,0,0,0,2,2,1,0,0,1,0,0,0,0,0.222222222222,0.222222222222,0.222222222222,0.444444444444,44,4,0.0909090909090909
2013,1,6,1100009,9,4,10,10,0,1,0,0,0,1,0,4,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,54,5,0.0925925925925926
2014,1,6,1100009,3,1,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2014,1,6,1100009,4,5,11,9,0,1,0,0,0,1,1,4,0,0,1,1,0,0,0,0.111111111111,0.111111111111,0.1,0.211111111111,11,1,0.0909090909090909
2014,1,6,1100009,5,4,7,5,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0.166666666667,0.166666666667,16,1,0.0625
2011,2,11,1100011,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2011,2,11,1100011,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2011,2,11,1100011,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2012,2,11,1100011,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2012,2,11,1100011,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2012,2,11,1100011,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2012,2,11,1100011,6,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,0,0,NA
2012,2,11,1100011,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2012,2,11,1100011,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2011,2,376,1100013,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2011,2,376,1100013,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2011,2,376,1100013,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2011,2,376,1100013,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2012,2,376,1100013,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2012,2,376,1100013,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2012,2,376,1100013,5,5,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.333333333333,0.333333333333,2,0,0
2012,2,376,1100013,6,4,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0
2012,2,376,1100013,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,4,0,0
2012,2,376,1100013,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,4,0,0
2011,1,4,1100017,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2011,1,4,1100017,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2011,1,4,1100017,7,6,5,5,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0
2011,1,4,1100017,8,4,7,7,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,12,0,0
2011,1,4,1100017,9,4,9,9,0,1,0,0,0,1,0,6,0,0,0,0,0,0,0,0.111111111111,0.111111111111,0.111111111111,0.222222222222,21,1,0.0476190476190476
2011,1,4,1100017,10,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,22,1,0.0454545454545455
2012,1,4,1100017,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2012,1,4,1100017,7,6,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2012,1,4,1100017,8,4,9,9,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,11,0,0
2012,1,4,1100017,9,3,6,5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,16,0,0
2013,1,3,1100017,4,4,7,7,0,1,0,0,0,1,0,4,0,0,0,0,0,0,0,0.142857142857,0.142857142857,0.142857142857,0.285714285714,7,1,0.142857142857143
2013,1,3,1100017,9,4,3,1,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,8,1,0.125
2011,2,9,1100020,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2011,2,9,1100020,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2011,2,9,1100020,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2011,2,9,1100020,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2011,2,9,1100020,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2011,2,9,1100020,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2011,2,9,1100020,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2012,2,9,1100020,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2012,2,9,1100020,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2012,2,9,1100020,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2012,2,9,1100020,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2012,2,9,1100020,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2012,2,9,1100020,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2013,2,9,1100020,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2013,2,9,1100020,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2013,2,9,1100020,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2013,2,9,1100020,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2013,2,9,1100020,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2013,2,9,1100020,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2014,2,9,1100020,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2014,2,9,1100020,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2014,2,9,1100020,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2011,2,376,1100021,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2011,2,376,1100021,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2011,2,376,1100021,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2011,1,3,1100029,6,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2011,1,3,1100029,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,2,0,0
2011,2,8,1100031,7,16,65,55,7,14,2,0,4,28,13,22,10,0,0,0,0,0,1,0.254545454545,0.509090909091,0.369230769231,0.878321678322,55,14,0.254545454545455
2011,2,8,1100031,8,26,111,101,15,32,5,0,3,46,10,32,7,2,0,1,1,0,0,0.316831683168,0.455445544554,0.369369369369,0.824814913924,156,46,0.294871794871795
2011,2,8,1100031,9,24,91,83,9,16,1,0,2,23,7,33,7,1,0,0,1,0,1,0.192771084337,0.277108433735,0.263736263736,0.540844697471,239,62,0.259414225941423
2011,2,8,1100031,10,14,50,48,3,13,3,0,0,16,0,16,1,1,0,0,0,0,1,0.270833333333,0.333333333333,0.3,0.633333333333,287,75,0.261324041811847
2012,2,11,1100031,5,6,29,24,6,9,1,0,0,10,1,9,3,1,0,1,0,0,0,0.375,0.416666666667,0.448275862069,0.864942528736,24,9,0.375
2012,2,11,1100031,6,21,93,71,13,15,3,1,1,23,4,21,21,1,0,0,0,0,2,0.211267605634,0.323943661972,0.397849462366,0.721793124337,95,24,0.252631578947368
2012,2,11,1100031,7,20,83,72,9,18,5,0,2,29,7,28,8,2,0,1,2,0,1,0.25,0.402777777778,0.33734939759,0.740127175368,167,42,0.251497005988024
2012,2,11,1100031,8,17,78,67,10,21,4,1,2,33,8,23,8,3,0,0,0,0,0,0.313432835821,0.492537313433,0.410256410256,0.902793723689,234,63,0.269230769230769
2012,2,11,1100031,9,21,79,71,4,17,3,1,0,22,3,22,7,1,0,0,2,1,0,0.239436619718,0.30985915493,0.316455696203,0.626314851132,305,80,0.262295081967213
2011,2,7,1100033,8,17,57,51,2,16,1,0,1,20,8,16,3,2,0,1,0,0,1,0.313725490196,0.392156862745,0.368421052632,0.760577915377,51,16,0.313725490196078
2011,2,7,1100033,9,5,6,6,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,57,16,0.280701754385965
2011,2,12,1100034,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2011,2,12,1100034,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2011,2,12,1100034,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2013,2,12,1100035,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2013,2,12,1100035,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2013,1,1,1100038,9,2,4,2,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0
2013,1,1,1100038,10,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0
2014,1,1,1100038,4,2,3,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0
2014,1,1,1100038,5,2,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0
2012,1,1,1100039,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2012,1,1,1100039,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2012,1,1,1100039,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2013,1,1,1100039,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2013,1,1,1100039,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2013,1,1,1100039,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2014,1,6,1100039,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2014,1,6,1100039,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2014,1,6,1100039,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2012,1,1,1100040,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2012,1,1,1100040,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2012,1,1,1100040,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2012,1,1,1100040,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2012,1,1,1100040,8,12,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,0,0,NA
2012,1,1,1100040,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2012,1,1,1100040,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2013,1,1,1100040,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2013,1,1,1100040,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2013,1,1,1100040,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2013,1,1,1100040,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2013,1,1,1100040,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2013,1,1,1100040,8,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2013,1,1,1100040,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,0,0
2013,1,1,1100040,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,0,0
2014,1,1,1100040,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2014,1,1,1100040,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2014,1,1,1100040,5,11,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,0,0,NA
2012,1,1,1100042,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2012,1,1,1100042,8,2,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0
2012,1,1,1100042,9,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0
2013,1,1,1100042,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2012,1,1,1100043,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2012,1,1,1100043,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2012,1,1,1100043,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2012,1,1,1100043,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2013,1,1,1100043,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2013,1,1,1100043,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2013,1,1,1100043,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2014,1,1,1100043,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2014,1,1,1100045,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2013,1,2,1100051,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2013,1,2,1100051,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2013,1,2,1100051,8,3,7,7,0,2,0,0,0,2,0,2,0,0,0,0,0,0,1,0.285714285714,0.285714285714,0.285714285714,0.571428571429,7,2,0.285714285714286
2013,1,2,1100051,9,4,9,5,1,0,0,0,0,0,1,3,3,0,1,0,0,0,0,0,0,0.375,0.375,12,2,0.166666666666667
2013,1,2,1100051,10,1,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,14,2,0.142857142857143
2014,1,2,1100051,4,3,8,6,0,1,0,0,0,1,0,4,0,0,2,0,0,0,0,0.166666666667,0.166666666667,0.166666666667,0.333333333333,6,1,0.166666666666667
2014,1,2,1100051,5,5,9,5,0,2,0,0,0,2,0,1,0,0,4,0,0,0,0,0.4,0.4,0.4,0.8,11,3,0.272727272727273
2012,1,2,1100052,4,8,10,6,2,0,0,0,0,0,0,1,3,0,1,0,2,3,0,0,0,0.333333333333,0.333333333333,6,0,0
2012,1,2,1100052,5,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,6,0,0
2012,1,2,1100052,6,5,1,1,2,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,7,0,0
2012,1,2,1100052,7,10,3,2,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,9,0,0
2012,1,2,1100052,8,7,10,10,1,4,0,0,0,4,1,0,0,0,0,0,1,0,0,0.4,0.4,0.4,0.8,19,4,0.210526315789474
2012,1,2,1100052,9,8,27,25,4,8,0,0,0,8,0,0,0,1,1,0,3,0,0,0.32,0.32,0.346153846154,0.666153846154,44,12,0.272727272727273
2013,1,2,1100052,4,7,7,6,4,2,1,0,0,3,1,0,1,0,0,0,2,1,0,0.333333333333,0.5,0.428571428571,0.928571428571,6,2,0.333333333333333
2013,1,2,1100052,5,17,51,46,6,7,1,0,1,11,4,5,1,0,3,1,3,0,1,0.152173913043,0.239130434783,0.166666666667,0.405797101449,52,9,0.173076923076923
2013,1,2,1100052,6,11,29,25,4,8,0,0,0,8,1,2,3,0,1,0,4,1,0,0.32,0.32,0.392857142857,0.712857142857,77,17,0.220779220779221
2013,1,2,1100052,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,77,17,0.220779220779221
2013,1,2,1100052,8,18,73,63,14,20,3,1,0,25,4,6,9,1,0,0,5,2,0,0.31746031746,0.396825396825,0.41095890411,0.807784300935,140,37,0.264285714285714
2013,1,2,1100052,9,6,7,7,0,1,0,0,0,1,0,2,0,0,0,0,0,2,0,0.142857142857,0.142857142857,0.142857142857,0.285714285714,147,38,0.258503401360544
2013,1,2,1100052,10,3,9,9,1,1,0,0,0,1,0,5,0,0,0,0,0,0,0,0.111111111111,0.111111111111,0.111111111111,0.222222222222,156,39,0.25
2014,1,2,1100052,5,21,77,66,12,18,2,0,0,20,2,15,2,1,8,0,5,2,1,0.272727272727,0.30303030303,0.304347826087,0.607378129117,66,18,0.272727272727273
2013,1,2,1100055,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2013,1,2,1100055,7,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2013,1,2,1100055,8,4,8,8,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,9,0,0
2014,1,2,1100055,4,5,10,8,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,8,0,0
2014,1,2,1100055,5,4,7,6,0,1,0,0,0,1,1,4,0,0,1,0,0,0,0,0.166666666667,0.166666666667,0.166666666667,0.333333333333,14,1,0.0714285714285714
2013,1,2,1100056,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2013,1,2,1100056,9,3,4,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0
2014,1,2,1100056,5,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012,1,2,1100057,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2012,1,3,1100059,7,1,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0
2012,1,3,1100059,8,17,46,40,3,8,0,0,0,8,0,8,3,2,1,0,0,0,2,0.2,0.2,0.288888888889,0.488888888889,42,8,0.19047619047619
2012,1,3,1100059,9,20,55,50,1,7,1,0,0,8,0,19,1,2,2,0,0,0,2,0.14,0.16,0.188679245283,0.348679245283,92,15,0.16304347826087
2012,1,3,1100059,10,7,19,14,2,3,2,0,0,5,0,5,1,3,1,0,0,0,1,0.214285714286,0.357142857143,0.388888888889,0.746031746032,106,18,0.169811320754717
2013,1,3,1100059,3,3,11,10,1,2,1,0,0,3,1,2,1,0,0,0,0,0,1,0.2,0.3,0.272727272727,0.572727272727,10,2,0.2
2013,1,3,1100059,4,17,47,42,1,4,1,0,0,5,1,21,1,0,4,0,0,0,0,0.0952380952381,0.119047619048,0.116279069767,0.235326688815,52,6,0.115384615384615
2013,1,3,1100059,5,13,28,24,2,3,1,0,0,4,1,11,2,1,1,0,0,0,0,0.125,0.166666666667,0.222222222222,0.388888888889,76,9,0.118421052631579
2013,1,3,1100059,6,14,31,27,2,6,1,0,0,7,1,7,2,0,2,0,0,0,0,0.222222222222,0.259259259259,0.275862068966,0.535121328225,103,15,0.145631067961165
2013,1,3,1100059,7,4,7,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,110,15,0.136363636363636
2014,1,3,1100059,4,13,31,28,4,4,0,0,0,4,0,12,2,1,0,0,0,0,0,0.142857142857,0.142857142857,0.225806451613,0.36866359447,28,4,0.142857142857143
2014,1,3,1100059,5,16,23,20,2,2,0,1,0,4,3,9,3,0,0,0,0,0,0,0.1,0.2,0.217391304348,0.417391304348,48,6,0.125
2012,1,3,1100061,10,3,3,3,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0.333333333333,0.333333333333,0.333333333333,0.666666666667,3,1,0.333333333333333
2013,1,3,1100061,4,5,6,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0
2014,1,3,1100062,5,3,1,1,2,1,0,0,1,4,1,0,0,0,0,0,0,0,0,1,4,1,5,1,1,1
2014,1,3,1100064,4,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012,1,3,1100066,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2013,1,3,1100067,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2013,1,3,1100068,7,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,2,1,1,1
2013,1,3,1100068,8,6,4,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,1,0.2
2014,1,3,1100068,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2014,1,3,1100068,5,10,25,22,0,1,0,0,0,1,0,6,0,0,3,0,0,0,2,0.0454545454545,0.0454545454545,0.0454545454545,0.0909090909091,22,1,0.0454545454545455
2012,1,4,1100069,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2012,1,4,1100069,4,4,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.333333333333,0.333333333333,2,0,0
2012,1,4,1100069,5,6,15,15,0,1,1,0,0,2,0,2,0,0,0,0,0,0,0,0.0666666666667,0.133333333333,0.0666666666667,0.2,17,1,0.0588235294117647
2012,1,4,1100069,6,8,19,19,1,3,0,0,1,6,1,4,0,0,0,0,0,0,1,0.157894736842,0.315789473684,0.157894736842,0.473684210526,36,4,0.111111111111111
2012,1,4,1100069,7,12,19,18,1,3,0,0,0,3,1,5,1,0,0,0,0,0,1,0.166666666667,0.166666666667,0.210526315789,0.377192982456,54,7,0.12962962962963
2012,1,4,1100069,8,6,13,13,3,3,0,0,1,6,1,6,0,0,0,0,0,0,0,0.230769230769,0.461538461538,0.230769230769,0.692307692308,67,10,0.149253731343284
2012,1,4,1100069,9,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,10,0.144927536231884
2012,1,4,1100069,10,2,2,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0.5,0.5,0.5,1,71,11,0.154929577464789
